origin_city,pct_same_day,pct_4hr,shipments_per_day,avg_distance_km,cur_delivery_time_hr,cur_cost_aed,delay_rate_pct,delay_churn_pct,lat,lon,pct_ultra_urgent,traffic_level,fuel_cost,wage_cost,maint_cost,overhead_cost,competitor_time_hr,peak_hours
ras al khaimah,30.2,14.7,102,131.6,4.1,51.33,18.8,10.9,25.153,55.489,15.1,Medium,30.798,10.266,7.6995,2.5665,5.12,12-3 PM
al ain,99.1,11.8,136,56.6,1.9,21.8,59.2,19.2,24.1616,54.2929,16.2,Medium,13.08,4.36,3.27,1.09,2.38,6-9 AM
ajman,94.0,25.0,65,138.3,4.8,73.09,19.7,7.1,25.374,55.1214,16.6,Medium,43.854,14.618000000000002,10.9635,3.6545000000000005,6.0,12-3 PM
sharjah,12.6,74.1,165,6.5,0.2,2.88,1.7,1.1,24.3453,54.7502,20.6,Medium,1.728,0.576,0.432,0.144,0.25,6-9 AM
sharjah,41.5,36.7,4,72.5,2.1,33.06,41.0,12.6,24.0561,55.0784,17.4,Medium,19.836000000000002,6.612000000000001,4.9590000000000005,1.6530000000000002,2.62,6-9 PM
sharjah,64.9,50.7,95,26.3,0.7,11.26,59.0,26.7,24.8323,54.2155,14.1,Low,6.755999999999999,2.2520000000000002,1.6889999999999998,0.5630000000000001,0.88,6-9 AM
ras al khaimah,73.3,19.5,119,50.8,1.4,18.54,13.8,9.3,24.5564,55.9069,10.8,Low,11.123999999999999,3.708,2.7809999999999997,0.927,1.75,6-9 AM
abu dhabi,36.6,19.4,48,8.4,0.2,3.12,13.0,4.7,25.2447,55.8124,12.6,Low,1.8719999999999999,0.6240000000000001,0.46799999999999997,0.15600000000000003,0.25,12-3 PM
abu dhabi,74.6,65.0,156,10.1,0.3,3.66,25.9,17.6,25.2124,55.6528,16.3,High,2.196,0.7320000000000001,0.549,0.18300000000000002,0.38,6-9 PM
sharjah,12.4,10.8,16,108.4,3.7,49.54,32.2,12.2,24.4757,55.7856,11.5,Low,29.723999999999997,9.908000000000001,7.430999999999999,2.4770000000000003,4.62,12-3 PM
dubai,33.2,66.8,130,99.9,2.2,39.44,48.9,20.0,25.4293,54.2934,19.7,Low,23.663999999999998,7.888,5.9159999999999995,1.972,2.75,6-9 PM
dubai,71.6,40.1,127,35.2,0.9,15.22,59.6,33.1,24.4364,55.0074,17.2,Medium,9.132,3.0440000000000005,2.283,0.7610000000000001,1.12,6-9 AM
dubai,62.6,67.1,157,135.7,2.9,60.1,48.8,14.8,24.7726,54.6358,20.7,Medium,36.06,12.020000000000001,9.015,3.0050000000000003,3.62,6-9 PM
ras al khaimah,83.7,38.2,42,104.8,2.7,47.77,17.5,10.2,24.3839,55.7748,11.8,Medium,28.662000000000003,9.554,7.165500000000001,2.3885,3.38,6-9 AM
ras al khaimah,4.7,84.6,31,53.7,1.5,27.96,47.2,31.2,25.4041,54.3789,10.8,Medium,16.776,5.5920000000000005,4.194,1.3980000000000001,1.88,12-3 PM
ras al khaimah,17.4,5.6,116,64.1,1.6,23.57,37.9,16.8,24.2469,54.4399,20.7,Medium,14.142,4.714,3.5355,1.1785,2.0,12-3 PM
sharjah,4.8,89.3,194,47.4,1.3,21.28,29.5,16.0,24.0674,55.3734,15.6,Medium,12.768,4.256,3.192,1.064,1.62,12-3 PM
ras al khaimah,19.2,26.9,157,125.4,4.0,48.12,38.1,16.9,24.6526,54.1778,14.0,High,28.871999999999996,9.624,7.217999999999999,2.406,5.0,6-9 PM
dubai,0.4,4.3,43,76.6,1.8,40.35,26.4,15.2,25.4886,55.4647,18.5,Medium,24.21,8.07,6.0525,2.0175,2.25,6-9 AM
al ain,50.4,56.2,82,24.6,0.8,12.92,37.9,19.4,25.3375,54.5363,18.3,Medium,7.752,2.584,1.938,0.646,1.0,6-9 PM
ajman,52.8,22.4,54,34.2,1.1,13.17,44.2,22.1,25.1229,55.3219,8.7,Low,7.901999999999999,2.6340000000000003,1.9754999999999998,0.6585000000000001,1.38,6-9 PM
al ain,65.8,45.9,156,48.0,1.4,18.29,0.8,0.3,25.3362,55.7461,21.9,Medium,10.973999999999998,3.658,2.7434999999999996,0.9145,1.75,12-3 PM
dubai,38.5,80.2,102,63.5,1.6,24.12,37.0,20.9,25.3402,55.2192,12.9,High,14.472,4.824000000000001,3.618,1.2060000000000002,2.0,6-9 AM
sharjah,0.3,79.2,88,90.9,3.1,34.33,9.2,4.6,24.7783,54.4254,23.5,Low,20.598,6.866,5.1495,1.7165,3.88,12-3 PM
ras al khaimah,67.4,60.0,2,144.8,3.7,56.25,20.2,8.7,24.4739,54.0983,8.3,Medium,33.75,11.25,8.4375,2.8125,4.62,6-9 AM
sharjah,5.4,97.8,127,43.0,0.9,16.69,26.6,13.1,25.158,54.0892,16.6,Medium,10.014000000000001,3.3380000000000005,2.5035000000000003,0.8345000000000001,1.12,6-9 PM
sharjah,86.6,46.4,89,52.6,1.2,20.48,58.3,25.2,24.9925,54.1776,14.1,High,12.288,4.096,3.072,1.024,1.5,6-9 AM
dubai,2.3,3.9,8,8.5,0.3,3.29,19.5,8.0,24.5605,55.1596,5.1,Low,1.974,0.658,0.4935,0.1645,0.38,6-9 AM
sharjah,53.0,81.9,39,59.0,1.3,25.25,49.2,17.1,24.1417,54.6964,18.3,High,15.149999999999999,5.050000000000001,3.7874999999999996,1.2625000000000002,1.62,6-9 PM
abu dhabi,89.5,22.1,145,102.9,2.7,41.75,20.2,7.8,25.1202,54.4862,5.4,Low,25.05,8.35,6.2625,2.0875,3.38,6-9 PM
abu dhabi,57.2,17.6,150,144.6,4.4,62.91,13.8,4.9,24.3937,54.4386,13.5,High,37.745999999999995,12.582,9.436499999999999,3.1455,5.5,12-3 PM
ras al khaimah,60.8,7.0,99,112.3,3.2,58.49,26.0,7.9,25.4052,55.8972,20.5,High,35.094,11.698,8.7735,2.9245,4.0,6-9 AM
ajman,68.2,32.8,151,22.1,0.7,9.36,5.4,3.2,24.3615,54.2376,12.3,Medium,5.616,1.8719999999999999,1.404,0.46799999999999997,0.88,6-9 PM
ajman,12.2,32.6,147,134.1,3.4,55.19,49.2,16.6,24.1841,54.6096,10.5,High,33.114,11.038,8.2785,2.7595,4.25,6-9 AM
sharjah,67.5,30.3,123,126.6,3.8,66.41,29.9,13.7,25.2467,54.943,19.0,High,39.846,13.282,9.9615,3.3205,4.75,6-9 AM
al ain,88.0,59.3,42,32.4,0.7,13.54,41.3,23.1,24.2299,54.0009,13.8,High,8.123999999999999,2.708,2.0309999999999997,0.677,0.88,6-9 PM
dubai,97.4,75.2,84,140.5,3.4,53.67,47.9,27.9,24.2689,55.8419,13.0,Medium,32.202,10.734000000000002,8.0505,2.6835000000000004,4.25,12-3 PM
sharjah,44.3,93.8,163,108.5,2.4,51.15,24.5,8.1,24.8991,54.1982,21.4,Medium,30.689999999999998,10.23,7.672499999999999,2.5575,3.0,6-9 AM
dubai,34.5,9.4,62,118.5,3.2,48.67,27.0,17.6,25.3118,55.3649,9.2,Low,29.201999999999998,9.734000000000002,7.3004999999999995,2.4335000000000004,4.0,12-3 PM
sharjah,75.3,15.0,132,71.6,1.6,32.48,15.2,5.1,24.2947,55.2577,12.7,Low,19.487999999999996,6.4959999999999996,4.871999999999999,1.6239999999999999,2.0,12-3 PM
al ain,54.3,59.0,165,34.1,1.0,16.99,42.9,21.7,24.4655,55.6181,19.3,Medium,10.193999999999999,3.3979999999999997,2.5484999999999998,0.8494999999999999,1.25,12-3 PM
sharjah,25.7,9.8,107,120.9,2.7,55.83,49.9,31.4,25.1661,55.3028,8.8,Low,33.498,11.166,8.3745,2.7915,3.38,6-9 PM
al ain,17.2,37.1,101,74.2,1.9,37.51,34.4,16.6,25.4577,55.5388,23.9,High,22.505999999999997,7.502,5.626499999999999,1.8755,2.38,6-9 AM
sharjah,17.0,62.5,38,145.3,3.1,61.32,2.3,1.6,24.7511,54.8425,13.9,Low,36.792,12.264000000000001,9.198,3.0660000000000003,3.88,12-3 PM
ras al khaimah,45.9,78.1,99,27.2,0.7,10.62,42.7,24.9,24.2158,54.9774,19.4,Low,6.371999999999999,2.124,1.5929999999999997,0.531,0.88,12-3 PM
sharjah,17.0,21.8,9,56.5,1.8,24.35,40.0,17.4,24.0209,55.4033,19.4,Low,14.61,4.870000000000001,3.6525,1.2175000000000002,2.25,6-9 PM
abu dhabi,2.0,66.8,23,111.7,2.8,48.49,20.6,6.8,24.3445,55.1369,14.2,Low,29.094,9.698,7.2735,2.4245,3.5,12-3 PM
ras al khaimah,5.2,64.6,108,88.0,2.7,43.02,24.6,15.5,24.1977,55.0231,12.6,Low,25.812,8.604000000000001,6.453,2.1510000000000002,3.38,6-9 AM
al ain,93.0,86.0,44,67.8,1.8,32.79,29.7,19.3,25.0165,54.4111,14.8,Medium,19.674,6.558,4.9185,1.6395,2.25,6-9 PM
abu dhabi,7.3,31.4,70,106.7,2.5,44.35,47.4,26.2,24.1827,54.5162,18.6,Low,26.61,8.870000000000001,6.6525,2.2175000000000002,3.12,6-9 AM
ras al khaimah,7.3,75.0,72,111.3,2.7,58.69,40.8,17.6,24.7595,54.717,10.1,High,35.214,11.738,8.8035,2.9345,3.38,12-3 PM
abu dhabi,45.1,75.2,95,88.7,2.2,36.33,31.0,16.3,25.0414,54.0186,9.0,Medium,21.798,7.266,5.4495,1.8165,2.75,12-3 PM
ras al khaimah,24.5,23.9,140,51.3,1.6,27.67,48.3,14.5,24.8717,54.8347,22.4,Medium,16.602,5.534000000000001,4.1505,1.3835000000000002,2.0,6-9 AM
ras al khaimah,96.3,62.1,89,94.7,2.2,34.65,51.5,24.0,24.2997,54.0055,11.3,Medium,20.79,6.93,5.1975,1.7325,2.75,6-9 AM
sharjah,91.1,67.5,169,84.1,2.9,40.48,3.1,2.2,25.2062,55.13,16.8,Low,24.287999999999997,8.096,6.071999999999999,2.024,3.62,6-9 AM
ras al khaimah,40.5,27.4,96,120.7,3.7,56.93,4.2,1.6,25.0731,55.4081,14.0,Low,34.158,11.386000000000001,8.5395,2.8465000000000003,4.62,6-9 PM
abu dhabi,44.9,45.2,198,99.8,2.6,46.44,28.5,16.3,25.1085,55.1243,14.2,High,27.863999999999997,9.288,6.965999999999999,2.322,3.25,6-9 AM
dubai,37.5,43.6,199,77.0,2.7,38.52,46.9,16.0,24.1966,55.387,22.2,Medium,23.112000000000002,7.704000000000001,5.7780000000000005,1.9260000000000002,3.38,12-3 PM
dubai,3.8,77.4,86,7.7,0.2,3.59,6.6,3.9,24.1856,54.0,14.6,Low,2.154,0.718,0.5385,0.1795,0.25,6-9 AM
sharjah,29.3,0.1,153,29.2,0.9,13.72,51.8,24.7,25.3913,54.1189,13.2,Medium,8.232,2.744,2.058,0.686,1.12,6-9 PM
al ain,12.3,50.1,91,53.8,1.3,27.86,8.2,3.6,24.5964,55.3969,13.7,Medium,16.715999999999998,5.572,4.178999999999999,1.393,1.62,6-9 PM
dubai,10.2,18.4,175,92.2,2.6,36.29,41.7,20.9,24.4514,55.6058,12.5,Low,21.773999999999997,7.258,5.443499999999999,1.8145,3.25,6-9 AM
sharjah,56.1,64.7,153,119.9,2.5,54.63,48.2,30.2,24.7329,55.4354,11.6,Low,32.778,10.926000000000002,8.1945,2.7315000000000005,3.12,6-9 PM
ras al khaimah,9.9,68.0,68,144.2,4.7,70.4,2.7,1.7,24.9943,55.326,12.5,Medium,42.24,14.080000000000002,10.56,3.5200000000000005,5.88,12-3 PM
abu dhabi,10.3,50.1,64,92.0,2.3,38.22,50.9,22.5,25.4334,55.4148,23.3,Medium,22.932,7.644,5.733,1.911,2.88,6-9 AM
ras al khaimah,48.1,54.2,176,110.7,3.2,44.23,50.5,27.9,24.4297,55.4792,18.6,Medium,26.537999999999997,8.846,6.634499999999999,2.2115,4.0,6-9 AM
abu dhabi,44.2,31.5,108,95.1,3.2,36.44,8.8,3.8,25.3872,55.4488,13.3,Low,21.863999999999997,7.288,5.465999999999999,1.822,4.0,6-9 PM
ras al khaimah,13.8,31.3,139,67.4,1.4,27.45,12.5,6.0,24.0373,55.476,19.9,Low,16.47,5.49,4.1175,1.3725,1.75,12-3 PM
ajman,0.4,74.5,135,93.4,3.2,44.82,51.6,29.0,24.8328,54.148,7.1,Low,26.892,8.964,6.723,2.241,4.0,6-9 AM
ajman,19.3,13.2,34,63.1,1.8,29.7,57.9,23.3,24.951,54.1265,21.9,Medium,17.82,5.94,4.455,1.485,2.25,12-3 PM
abu dhabi,23.6,77.2,48,70.8,2.2,27.68,29.1,12.5,24.1588,54.7222,21.5,High,16.608,5.5360000000000005,4.152,1.3840000000000001,2.75,6-9 PM
sharjah,80.0,65.5,180,137.1,3.7,61.48,7.5,2.7,24.2105,55.0552,26.2,Medium,36.888,12.296,9.222,3.074,4.62,12-3 PM
al ain,91.5,88.4,56,86.8,2.8,34.59,16.8,9.1,24.6287,55.5252,20.1,Low,20.754,6.918000000000001,5.1885,1.7295000000000003,3.5,6-9 AM
dubai,40.6,26.0,173,19.6,0.7,10.36,20.3,13.0,25.4493,54.6694,17.2,Low,6.215999999999999,2.072,1.5539999999999998,0.518,0.88,6-9 AM
ras al khaimah,40.5,50.6,71,80.9,2.1,39.67,37.9,25.3,24.8941,54.5502,21.5,Low,23.802,7.934000000000001,5.9505,1.9835000000000003,2.62,12-3 PM
sharjah,71.2,3.9,169,143.2,4.4,56.02,43.3,29.3,25.3995,55.5629,11.9,High,33.612,11.204,8.403,2.801,5.5,12-3 PM
ras al khaimah,62.7,91.3,115,19.5,0.7,8.04,36.4,22.3,25.2065,54.4987,13.0,Medium,4.823999999999999,1.6079999999999999,1.2059999999999997,0.40199999999999997,0.88,6-9 PM
ajman,18.4,67.5,20,145.8,4.6,74.88,53.4,26.1,24.7011,55.6417,14.7,High,44.928,14.975999999999999,11.232,3.7439999999999998,5.75,6-9 PM
sharjah,10.8,62.3,54,148.2,5.1,68.21,0.6,0.4,25.1771,54.3543,21.8,Medium,40.925999999999995,13.642,10.231499999999999,3.4105,6.38,6-9 AM
abu dhabi,43.8,73.3,190,86.3,2.7,36.6,23.4,9.4,24.0268,54.7189,10.7,Medium,21.96,7.32,5.49,1.83,3.38,6-9 PM
ajman,56.5,28.4,42,53.2,1.3,24.88,17.5,8.8,24.1637,54.8022,10.2,Medium,14.927999999999999,4.976,3.7319999999999998,1.244,1.62,6-9 AM
dubai,13.9,60.4,46,6.3,0.2,2.71,45.1,30.1,25.2441,54.599,16.2,Medium,1.626,0.542,0.4065,0.1355,0.25,6-9 AM
ajman,29.3,80.1,30,7.2,0.2,3.77,40.9,21.7,25.1952,54.0067,18.6,Medium,2.262,0.754,0.5655,0.1885,0.25,6-9 PM
dubai,30.6,9.0,122,61.3,1.3,31.71,53.5,29.1,24.349,54.471,11.5,Low,19.026,6.3420000000000005,4.7565,1.5855000000000001,1.62,6-9 PM
ajman,26.1,95.9,162,118.5,2.7,46.08,18.8,10.3,24.7962,54.6753,18.4,Medium,27.648,9.216,6.912,2.304,3.38,6-9 PM
ajman,46.1,89.2,187,141.6,3.4,68.24,51.3,31.9,24.909,54.6272,21.8,High,40.943999999999996,13.648,10.235999999999999,3.412,4.25,12-3 PM
dubai,65.3,96.3,177,27.4,0.9,13.99,32.3,10.8,25.3016,55.5711,21.0,Low,8.394,2.798,2.0985,0.6995,1.12,6-9 PM
ras al khaimah,50.9,80.8,176,75.7,2.4,30.13,9.2,4.1,24.9047,54.0947,16.8,Medium,18.078,6.026,4.5195,1.5065,3.0,12-3 PM
sharjah,20.1,29.4,181,77.8,2.5,40.21,49.7,33.5,24.6189,54.7779,14.5,High,24.126,8.042,6.0315,2.0105,3.12,12-3 PM
ras al khaimah,10.3,58.2,113,60.1,1.3,26.17,14.0,9.6,24.5613,54.075,23.7,Medium,15.702,5.234000000000001,3.9255,1.3085000000000002,1.62,6-9 PM
dubai,82.2,12.0,164,83.3,1.8,34.6,45.6,23.9,24.6388,55.8613,15.1,Medium,20.76,6.920000000000001,5.19,1.7300000000000002,2.25,6-9 AM
abu dhabi,47.9,75.4,127,139.1,3.4,74.71,32.2,13.5,24.9779,55.5804,19.7,Low,44.82599999999999,14.942,11.206499999999998,3.7355,4.25,6-9 PM
sharjah,6.2,15.4,28,68.6,2.1,33.19,30.9,19.8,25.3012,55.9643,24.8,Medium,19.913999999999998,6.638,4.9784999999999995,1.6595,2.62,12-3 PM
abu dhabi,25.8,86.7,5,25.0,0.8,10.31,32.1,21.1,24.6808,55.8203,19.2,High,6.186,2.0620000000000003,1.5465,0.5155000000000001,1.0,6-9 AM
abu dhabi,80.4,24.1,20,101.5,3.4,46.22,58.5,24.5,24.3718,54.6316,10.0,High,27.732,9.244,6.933,2.311,4.25,6-9 PM
ajman,75.2,16.0,69,9.5,0.2,4.52,35.1,20.8,24.355,55.3832,8.8,Low,2.7119999999999997,0.9039999999999999,0.6779999999999999,0.22599999999999998,0.25,12-3 PM
dubai,87.6,7.1,100,141.3,4.5,68.98,2.7,1.8,25.119,54.6131,13.5,High,41.388,13.796000000000001,10.347,3.4490000000000003,5.62,6-9 AM
ras al khaimah,60.2,71.1,128,141.3,4.2,56.19,57.4,27.1,25.2249,55.7764,18.5,Medium,33.714,11.238,8.4285,2.8095,5.25,6-9 PM
dubai,42.3,18.6,104,18.4,0.6,8.67,16.9,5.6,24.1579,54.8215,17.2,Medium,5.202,1.734,1.3005,0.4335,0.75,6-9 AM
abu dhabi,42.7,19.8,73,84.9,2.7,43.51,28.2,17.9,24.0998,54.7518,26.0,Low,26.105999999999998,8.702,6.5264999999999995,2.1755,3.38,12-3 PM
ajman,19.4,17.0,146,120.6,3.4,60.86,49.4,28.1,24.8917,55.8281,17.2,Low,36.516,12.172,9.129,3.043,4.25,6-9 PM
ras al khaimah,65.1,30.6,172,72.4,2.3,29.9,5.1,3.1,24.2193,55.6735,13.4,Medium,17.939999999999998,5.98,4.484999999999999,1.495,2.88,6-9 AM
abu dhabi,58.5,94.1,45,74.4,1.8,39.78,14.0,7.9,25.237,55.9328,9.3,Medium,23.868,7.956,5.967,1.989,2.25,6-9 PM
abu dhabi,15.5,48.7,53,145.7,4.6,52.78,52.6,24.6,24.4655,54.133,20.9,High,31.668,10.556000000000001,7.917,2.6390000000000002,5.75,12-3 PM
al ain,88.6,26.1,186,38.4,1.2,19.21,7.0,4.8,24.2158,54.4867,15.0,Low,11.526,3.8420000000000005,2.8815,0.9605000000000001,1.5,12-3 PM
al ain,36.8,17.0,194,81.3,2.7,33.91,31.0,17.0,25.3815,54.6017,7.5,High,20.345999999999997,6.782,5.086499999999999,1.6955,3.38,6-9 AM
ajman,5.0,1.9,62,21.7,0.5,11.49,11.2,5.7,24.2483,54.8487,15.1,Medium,6.894,2.298,1.7235,0.5745,0.62,6-9 PM
sharjah,32.8,36.5,102,48.9,1.6,25.18,21.2,11.1,24.4271,54.9463,10.0,Low,15.107999999999999,5.0360000000000005,3.7769999999999997,1.2590000000000001,2.0,6-9 AM
sharjah,87.0,11.0,115,128.4,2.9,66.59,47.4,28.7,24.2304,54.5829,12.9,Low,39.954,13.318000000000001,9.9885,3.3295000000000003,3.62,6-9 AM
ajman,91.7,2.7,127,108.9,3.4,44.14,57.5,31.3,24.1732,55.5809,15.0,Medium,26.483999999999998,8.828000000000001,6.6209999999999996,2.2070000000000003,4.25,6-9 AM
ajman,49.0,10.3,172,93.7,3.2,47.16,34.4,11.3,24.0317,54.4465,10.5,High,28.295999999999996,9.432,7.073999999999999,2.358,4.0,12-3 PM
abu dhabi,95.6,31.9,22,21.5,0.4,9.03,21.7,8.9,24.0831,55.393,12.6,Low,5.417999999999999,1.806,1.3544999999999998,0.4515,0.5,6-9 PM
dubai,87.5,75.1,105,128.4,3.8,56.56,4.8,2.4,24.262,55.7035,11.3,Medium,33.936,11.312000000000001,8.484,2.8280000000000003,4.75,6-9 PM
dubai,82.5,6.7,44,48.2,1.4,25.2,24.1,8.8,24.0801,55.2074,11.4,Medium,15.12,5.04,3.78,1.26,1.75,6-9 PM
al ain,86.0,67.9,150,82.6,2.7,40.45,48.8,31.3,24.8867,54.7083,10.0,Medium,24.27,8.090000000000002,6.0675,2.0225000000000004,3.38,6-9 AM
sharjah,38.2,62.1,119,38.9,0.8,18.49,45.4,27.7,25.0211,54.3758,12.6,Medium,11.094,3.698,2.7735,0.9245,1.0,12-3 PM
sharjah,75.6,88.2,150,80.5,2.7,30.85,21.4,12.9,24.5904,54.2687,10.5,High,18.51,6.170000000000001,4.6275,1.5425000000000002,3.38,12-3 PM
sharjah,57.7,18.4,181,86.5,3.0,39.52,10.2,5.0,24.477,55.4883,17.9,Low,23.712,7.904000000000001,5.928,1.9760000000000002,3.75,12-3 PM
ras al khaimah,72.0,79.4,158,54.4,1.6,20.79,32.6,13.6,24.7568,54.9383,16.0,Low,12.473999999999998,4.158,3.1184999999999996,1.0395,2.0,12-3 PM
dubai,17.8,86.5,170,78.4,2.1,29.28,49.9,31.7,25.3125,54.0926,21.0,Low,17.568,5.856000000000001,4.392,1.4640000000000002,2.62,6-9 AM
dubai,73.1,97.6,162,63.9,1.9,33.89,33.7,14.9,25.2767,55.9677,24.4,High,20.334,6.7780000000000005,5.0835,1.6945000000000001,2.38,12-3 PM
abu dhabi,95.8,80.9,125,106.1,2.2,49.51,32.5,17.0,24.0652,55.3426,18.4,Medium,29.705999999999996,9.902000000000001,7.426499999999999,2.4755000000000003,2.75,12-3 PM
sharjah,30.3,12.4,79,83.9,2.6,30.3,42.4,17.7,24.2722,55.6884,17.2,Low,18.18,6.0600000000000005,4.545,1.5150000000000001,3.25,6-9 PM
ras al khaimah,98.6,94.7,67,132.3,2.8,58.8,7.8,5.4,24.3551,54.8764,18.7,Medium,35.279999999999994,11.76,8.819999999999999,2.94,3.5,6-9 PM
sharjah,37.8,81.5,73,12.2,0.3,5.02,37.1,21.6,24.3741,55.9109,17.3,Medium,3.0119999999999996,1.004,0.7529999999999999,0.251,0.38,6-9 PM
sharjah,20.0,21.2,121,8.9,0.2,3.45,4.7,3.2,24.8568,54.3991,15.3,Medium,2.07,0.6900000000000001,0.5175,0.17250000000000001,0.25,12-3 PM
al ain,11.2,16.5,160,32.3,1.0,16.39,9.6,6.6,24.6244,54.3703,14.9,Low,9.834,3.2780000000000005,2.4585,0.8195000000000001,1.25,12-3 PM
dubai,78.5,93.6,74,22.2,0.6,8.61,3.1,1.2,24.0739,55.7807,9.9,Medium,5.1659999999999995,1.722,1.2914999999999999,0.4305,0.75,6-9 PM
ajman,55.5,15.6,116,81.3,2.5,31.7,36.9,21.9,24.5604,55.7834,19.2,Medium,19.02,6.34,4.755,1.585,3.12,6-9 PM
ajman,30.7,77.7,83,34.0,0.7,13.66,57.9,28.2,24.7856,54.998,14.8,Low,8.196,2.732,2.049,0.683,0.88,6-9 PM
sharjah,60.8,40.5,121,7.3,0.2,3.56,8.9,4.9,24.1525,54.2516,22.2,Low,2.136,0.7120000000000001,0.534,0.17800000000000002,0.25,6-9 PM
ras al khaimah,33.2,72.4,163,46.0,1.2,18.14,28.2,13.7,25.2502,54.6104,19.6,Low,10.884,3.628,2.721,0.907,1.5,12-3 PM
abu dhabi,44.8,9.2,82,78.8,2.3,32.93,53.6,17.3,24.0779,55.5083,11.9,Medium,19.758,6.586,4.9395,1.6465,2.88,6-9 PM
al ain,86.3,72.5,79,108.6,2.3,56.74,51.0,29.2,25.3873,55.692,21.2,Low,34.044,11.348,8.511,2.837,2.88,12-3 PM
abu dhabi,66.8,51.2,41,68.6,2.0,31.67,25.4,12.6,24.1487,54.6953,2.2,Medium,19.002,6.3340000000000005,4.7505,1.5835000000000001,2.5,6-9 PM
ajman,76.2,90.0,100,144.6,3.7,56.56,44.7,15.8,25.2654,54.1225,24.7,Medium,33.936,11.312000000000001,8.484,2.8280000000000003,4.62,6-9 PM
ajman,58.3,18.8,91,33.9,1.1,17.45,2.6,1.5,25.354,55.3315,8.3,High,10.469999999999999,3.49,2.6174999999999997,0.8725,1.38,6-9 AM
al ain,99.1,10.9,32,79.5,2.1,35.95,45.4,16.5,25.4694,55.479,17.5,Medium,21.57,7.190000000000001,5.3925,1.7975000000000003,2.62,6-9 PM
sharjah,24.1,19.6,193,41.7,0.9,21.27,43.5,28.3,25.203,54.848,17.1,Medium,12.761999999999999,4.2540000000000004,3.1904999999999997,1.0635000000000001,1.12,6-9 PM
abu dhabi,26.2,7.9,172,122.0,2.6,45.65,35.0,10.8,25.1692,55.1662,20.6,Medium,27.389999999999997,9.13,6.847499999999999,2.2825,3.25,6-9 PM
dubai,9.3,98.0,58,32.2,0.8,12.53,6.9,3.2,24.9637,55.9747,13.4,Medium,7.517999999999999,2.5060000000000002,1.8794999999999997,0.6265000000000001,1.0,6-9 AM
sharjah,55.4,12.3,188,144.4,3.4,54.37,17.8,7.8,25.1685,54.49,4.3,High,32.622,10.874,8.1555,2.7185,4.25,12-3 PM
ras al khaimah,61.3,20.1,55,108.9,3.5,48.64,10.3,6.7,24.2018,55.146,13.4,High,29.183999999999997,9.728000000000002,7.295999999999999,2.4320000000000004,4.38,6-9 AM
dubai,72.6,81.0,84,85.7,2.6,36.83,3.5,2.1,24.8041,55.2219,13.9,Medium,22.098,7.366,5.5245,1.8415,3.25,6-9 AM
al ain,33.5,24.7,27,82.2,1.7,35.75,54.0,21.9,24.7713,55.0982,4.8,Medium,21.45,7.15,5.3625,1.7875,2.12,12-3 PM
ajman,1.2,22.2,122,57.6,1.9,24.54,10.9,4.7,25.2864,55.7383,15.2,Medium,14.723999999999998,4.908,3.6809999999999996,1.227,2.38,6-9 PM
dubai,63.2,67.2,96,8.0,0.2,3.49,12.4,6.9,24.6942,55.21,9.6,Medium,2.094,0.6980000000000001,0.5235,0.17450000000000002,0.25,6-9 AM
abu dhabi,99.9,39.9,54,137.7,4.4,59.02,42.0,28.9,24.5776,55.0158,18.2,Medium,35.412,11.804000000000002,8.853,2.9510000000000005,5.5,6-9 PM
ajman,29.5,83.5,58,120.3,2.6,46.77,19.3,8.9,24.9593,54.246,13.8,Medium,28.062,9.354000000000001,7.0155,2.3385000000000002,3.25,6-9 AM
abu dhabi,18.4,63.8,187,24.6,0.6,11.38,24.3,15.4,24.3997,55.4064,24.8,Medium,6.828,2.2760000000000002,1.707,0.5690000000000001,0.75,6-9 AM
dubai,28.2,28.8,137,22.7,0.7,11.72,3.4,2.0,24.2097,54.2642,13.7,Low,7.032,2.3440000000000003,1.758,0.5860000000000001,0.88,12-3 PM
ajman,42.5,59.8,31,49.7,1.2,26.79,55.6,32.4,24.7168,54.0531,17.2,Medium,16.073999999999998,5.3580000000000005,4.0184999999999995,1.3395000000000001,1.5,6-9 AM
ras al khaimah,25.1,86.6,27,115.7,2.5,44.1,59.8,23.7,24.6253,54.9771,13.9,Low,26.46,8.82,6.615,2.205,3.12,6-9 AM
dubai,34.7,36.4,14,78.0,2.5,33.85,22.1,6.9,24.3489,55.1449,6.9,Medium,20.31,6.7700000000000005,5.0775,1.6925000000000001,3.12,6-9 PM
abu dhabi,63.8,73.6,50,99.9,3.0,40.3,12.9,6.3,24.5513,55.9981,14.0,Low,24.179999999999996,8.06,6.044999999999999,2.015,3.75,6-9 PM
abu dhabi,34.5,41.6,147,5.9,0.2,2.73,42.3,23.0,24.5496,55.4247,18.8,Low,1.638,0.546,0.4095,0.1365,0.25,6-9 AM
ajman,39.6,54.3,13,138.9,4.1,59.01,45.5,22.3,24.4912,55.6972,18.0,Low,35.406,11.802,8.8515,2.9505,5.12,6-9 PM
ras al khaimah,4.0,73.4,50,29.0,0.6,15.02,9.2,4.2,24.5692,54.6928,13.5,Medium,9.011999999999999,3.004,2.2529999999999997,0.751,0.75,6-9 AM
